词:的 人	词频:923
词:黑暗 可怕	词频:1
词:暗示 的	词频:1
词:孩子 似乎	词频:1
词:害怕 黑暗	词频:1
词:认为 属于	词频:1
词:属于 本能	词频:1
词:后天 养成	词频:1
词:不 大惊小怪	词频:1
词:观点 无疑	词频:1
词:得到 关于	词频:1
词:关于 这一	词频:1
词:问题 新	词频:1
词:的 利于	词频:1
词:利于 理解	词频:1
词:们 进行	词频:1
词:了 仔细	词频:1
词:无法 知道	词频:1
词:知道 护土	词频:1
词:护土 和	词频:1
词:保姆 对	词频:1
词:所有 的话	词频:1
词:解释 就	词频:1
词:那么 可信	词频:1
词:可信 了	词频:1
词:所 判断	词频:1
词:判断 的	词频:1
词:事实 证实	词频:1
词:了 沃森	词频:1
词:关于 一岁	词频:1
词:一岁 孩子	词频:1
词:恐惧 观点	词频:1
词:没有 表现	词频:1
词:表现 出对	词频:1
词:出对 动物	词频:1
词:除了 我	词频:1
词:孩子 曾经	词频:1
词:一度 害怕	词频:1
词:害怕 马外	词频:1
词:由于 一匹	词频:1
词:一匹 马	词频:1
词:马 曾经	词频:1
词:曾经 突然	词频:1
词:突然 大声吼叫	词频:1
词:大声吼叫 从	词频:1
词:她 身边	词频:1
词:身边 正奔	词频:1
词:正奔 而	词频:1
词:还 不到	词频:1
词:不到 两岁	词频:1
词:因此 以后	词频:1
词:观察 主要	词频:1
词:主要 以	词频:1
词:以 我	词频:1
词:儿子 为	词频:1
词:为 对象	词频:1
词:接近 两岁	词频:1
词:胆小 而	词频:1
词:又 特别	词频:1
词:特别 怕	词频:1
词:怕 黑暗	词频:1
词:新 保姆	词频:1
词:恐惧感 很快	词频:1
词:就 传染给	词频:1
词:传染给 了	词频:1
词:开始 我们	词频:1
词:他 一见	词频:1
词:一见 猫	词频:1
词:猫 和	词频:1
词:和 狗	词频:1
词:狗 就	词频:1
词:得 逃开	词频:1
词:看见 黑暗	词频:1
词:中 大	词频:1
词:大 碗橱	词频:1
词:碗橱 就	词频:1
词:就 抖	词频:1
词:抖 缩成一团	词频:1
词:天一 黑	词频:1
词:黑 他	词频:1
词:要求 每间	词频:1
词:每间 房子	词频:1
词:房子 都	词频:1
词:都 亮灯	词频:1
词:甚至 第一次	词频:1
词:看见 小妹妹	词频:1
词:小妹妹 都	词频:1
词:都 害怕	词频:1
词:她 貌似	词频:1
词:貌似 不明	词频:1
词:不明 种类	词频:1
词:奇怪 动物	词频:1
词:① 所有	词频:1
词:从 胆怯	词频:1
词:保姆 身上	词频:1
词:身上 传过来	词频:1
词:传过来 的	词频:1
词:自 她	词频:1
词:她 走	词频:1
词:走 后	词频:1
词:恐惧感 就	词频:1
词:还有 其它	词频:1
词:其它 恐惧	词频:1
词:恐惧 不能	词频:1
词:方式 作出	词频:1
词:在 保姆	词频:1
词:保姆 来	词频:1
词:来 之前	词频:1
词:并且 怕	词频:1
词:他们 害怕	词频:1
词:以 奇怪	词频:1
词:方式 运动	词频:1
词:以 影子	词频:1
词:影子 和	词频:1
词:玩具 最为	词频:1
词:最为 明显	词频:1
词:经过 观察	词频:1
词:观察 后	词频:1
词:在 儿童期	词频:1
词:儿童期 是	词频:1
词:他们 出自	词频:1
词:有 充足	词频:1
词:斯特恩 在	词频:1
词:的 焊期	词频:1
词:焊期 儿童	词频:1
词:儿童 心理学	词频:1
词:第 494	词频:1
词:494 页	词频:1
词:页 中	词频:1
词:在 标题	词频:1
词:的 恐衡	词频:1
词:章里 作出	词频:1
词:了 论述	词频:1
词:特殊 重要性	词频:1
词:引起 老	词频:1
词:老 一派	词频:1
词:一派 儿童	词频:1
词:儿童 心理学家	词频:1
词:心理学家 的	词频:1
词:它 最近	词频:1
词:才 由	词频:1
词:由 格鲁斯	词频:1
词:格鲁斯 和	词频:1
词:我们 确立	词频:1
词:害怕 奇怪	词频:1
词:东西 似乎	词频:1
词:比 害怕	词频:1
词:害怕 已知	词频:1
词:危险 更	词频:1
词:有 原始	词频:1
词:第 284	词频:1
词:284 页	词频:1
词:孩子 遇见	词频:1
词:遇见 了	词频:1
词:所 熟悉	词频:1
词:过程 不符	词频:1
词:不符 的	词频:1
词:三种 可能	词频:1
词:一是 感到	词频:1
词:感到 不相容	词频:1
词:地 作为	词频:1
词:作为 异体	词频:1
词:异体 加以	词频:1
词:并 有意	词频:1
词:有意 不	词频:1
词:不 注意	词频:1
词:注意 它	词频:1
词:二是 中断	词频:1
词:中断 正常	词频:1
词:以至 引起	词频:1
词:但 不太强	词频:1
词:没有 造成	词频:1
词:造成 混乱	词频:1
词:有点儿 类似	词频:1
词:类似 惊奇	词频:1
词:和 思考	词频:1
词:的 开始	词频:1
词:判断 和	词频:1
词:和 查询	词频:1
词:三是 新	词频:1
词:新 东西	词频:1
词:东西 突然	词频:1
词:突然 以	词频:1
词:以 强大	词频:1
词:强大 力量	词频:1
词:力量 冲击	词频:1
词:冲击 旧	词频:1
词:将 熟悉	词频:1
词:概念 挪到	词频:1
词:挪到 未曾	词频:1
词:未曾 意料	词频:1
词:意料 的	词频:1
词:马上 理清	词频:1
词:然后 引起	词频:1
词:引起 强烈	词频:1
词:的 震动	词频:1
词:怪模怪样 的	词频:1
词:可怕 物	词频:1
词:格鲁斯 非常	词频:1
词:地 指出	词频:1
词:基于 恐惧	词频:1
词:与 一代	词频:1
词:一代 接	词频:1
词:接 一代	词频:1
词:一代 的	词频:1
词:生物 需要	词频:1
词:需要 一致	词频:1
词:斯特恩 举出	词频:1
词:举出 许多	词频:1
词:许多 恐惧	词频:1
词:对 突然	词频:1
词:习惯性 恐惧	词频:1
词:牛和马 对	词频:1
词:对 伞	词频:1
词:恐惧 表现	词频:1
词:表现 非常	词频:1
词:一大群 牛会	词频:1
词:牛会 被	词频:1
词:被 突然	词频:1
词:伞 吓	词频:1
词:得 猛	词频:1
词:猛 奔	词频:1
词:已 亲眼目睹	词频:1
词:儿子 头脑	词频:1
词:恐惧 正如	词频:1
词:正如 斯特恩	词频:1
词:斯特恩 描叙	词频:1
词:描叙 的	词频:1
词:儿子 感到恐惧	词频:1
词:是 路过	词频:1
词:路过 街道	词频:1
词:街道 而	词频:1
词:而 未能	词频:1
词:未能 看清	词频:1
词:看清 的	词频:1
词:如 公共汽车	词频:1
词:投影 在	词频:1
词:的 模糊	词频:1
词:模糊 而	词频:1
词:而 急速	词频:1
词:急速 移动	词频:1
词:移动 的	词频:1
词:我用 手指	词频:1
词:手指 在	词频:1
词:在 墙上	词频:1
词:墙上 和	词频:1
词:和 地板	词频:1
词:上 弄	词频:1
词:弄 了	词频:1
词:他 模仿	词频:1
词:影子 的	词频:1
词:原理 并	词频:1
词:玩 影子	词频:1
词:原理 也	词频:1
词:也 适应	词频:1
词:适应 消除	词频:1
词:对 机械	词频:1
词:他 看清	词频:1
词:看清 里面	词频:1
词:装置 后	词频:1
词:但 内部	词频:1
词:内部 机械	词频:1
词:装置 看不见	词频:1
词:看不见 时	词频:1
词:过程 就要	词频:1
词:就要 缓慢	词频:1
词:缓慢 些	词频:1
词:有人 送给	词频:1
词:送给 他	词频:1
词:一个 垫子	词频:1
词:一 坐上去	词频:1
词:坐上去 或	词频:1
词:或 按压	词频:1
词:按压 就	词频:1
词:就 发出	词频:1
词:发出 忧郁	词频:1
词:的 鸣	词频:1
词:鸣 鸣声	词频:1
词:这使 他	词频:1
词:他 惊吓	词频:1
词:惊吓 了	词频:1
词:了 好长时间	词频:1
词:决不 把	词频:1
词:这 令人	词频:1
词:的 垫子	词频:1
词:垫子 收走	词频:1
词:先是 放在	词频:1
词:放在 远点	词频:1
词:远点 的	词频:1
词:只有 轻微	词频:1
词:然后 使	词频:1
词:渐渐 习惯	词频:1
词:最后 坚持	词频:1
词:坚持 到	词频:1
词:他 消除	词频:1
词:恐惧 之后	词频:1
词:最初 使	词频:1
词:神秘感 给	词频:1
词:了 愉悦	词频:1
词:对 不合理	词频:1
词:不合理 的	词频:1
词:恐惧 决不能	词频:1
词:决不能 简单	词频:1
词:简单 放任	词频:1
词:而应 通过	词频:1
词:通过 熟悉	词频:1
词:熟悉 它	词频:1
词:结构 来	词频:1
词:来 逐渐	词频:1
词:逐渐 消除	词频:1
词:至于 孩子	词频:1
词:孩子 完全	词频:1
词:缺乏 的	词频:1
词:两种 合理	词频:1
词:我们 采用	词频:1
词:采用 正好	词频:1
词:的 程序	词频:1
词:有 半年	词频:1
词:半年 我们	词频:1
词:我们 住	词频:1
词:在 四季	词频:1
词:四季 悬崖	词频:1
词:悬崖 林立	词频:1
词:布满 礁石	词频:1
词:礁石 的	词频:1
词:的 海滨	词频:1
词:海滨 上	词频:1
词:儿子 全然	词频:1
词:全然 木知	词频:1
词:木知 高处	词频:1
词:高处 有	词频:1
词:我们 木管	词频:1
词:木管 他	词频:1
词:他会 径直	词频:1
词:跑 过	词频:1
词:过 悬崖	词频:1
词:悬崖 掉	词频:1
词:掉 入海	词频:1
词:入海 中	词频:1
词:我们 坐在	词频:1
词:坐在 一个	词频:1
词:一个 100	词频:1
词:100 英尺	词频:1
词:英尺 陡峭	词频:1
词:陡峭 的	词频:1
词:的 悬崖	词频:1
词:的 斜面	词频:1
词:斜面 时	词频:1
词:我们 语气	词频:1
词:语气 平静	词频:1
词:平静 地向	词频:1
词:地向 他	词频:1
词:解释 一个	词频:1
词:一个 纯	词频:1
词:纯 科学	词频:1
词:如果 跨越	词频:1
词:跨越 悬崖	词频:1
词:边缘 就	词频:1
词:会 掉下去	词频:1
词:掉下去 并	词频:1
词:像 盘子	词频:1
词:盘子 一样	词频:1
词:一样 破碎	词频:1
词:他 最近	词频:1
词:最近 已	词频:1
词:已 观察	词频:1
词:一个 盘子	词频:1
词:盘子 掉	词频:1
词:在 地板	词频:1
词:上 摔	词频:1
词:摔 得	词频:1
词:得 粉碎	词频:1
词:他 静静地	词频:1
词:静静地 坐	词频:1
词:坐 了	词频:1
词:了 一会	词频:1
词:自言自语 说	词频:1
词:然后 就	词频:1
词:要求 离	词频:1
词:离 悬崖	词频:1
词:悬崖 边线	词频:1
词:边线 远	词频:1
词:远 一点	词频:1
词:我们 只要	词频:1
词:只要 留心	词频:1
词:留心 点	词频:1
词:点 他	词频:1
词:对 高处	词频:1
词:高处 的	词频:1
词:恐惧 足	词频:1
词:可以 确保	词频:1
词:确保 他	词频:1
词:很 急躁	词频:1
词:急躁 鲁莽	词频:1
词:可以 毫不犹豫	词频:1
词:从 6	词频:1
词:6 英尺	词频:1
词:英尺 高地	词频:1
词:高地 跳下去	词频:1
词:我们 不管	词频:1
词:20 英尺	词频:1
词:英尺 高	词频:1
词:高 他	词频:1
词:会 跳	词频:1
词:领悟 后	词频:1
词:产生 过分	词频:1
词:它 归	词频:1
词:归 因为	词频:1
词:因为 启发	词频:1
词:是 暗示	词频:1
词:暗示 作用	词频:1
词:我们 进行	词频:1
词:进行 启发	词频:1
词:会 感到恐惧	词频:1
词:这点 在	词频:1
词:方面 极为重要	词频:1
词:地 担忧	词频:1
词:担忧 危险	词频:1
词:恐惧 危险	词频:1
词:不会 理解	词频:1
词:理解 危险	词频:1
词:如果 教育者	词频:1
词:教育者 没有	词频:1
词:没有 恐惧感	词频:1
词:成分 会	词频:1
词:照管 孩子	词频:1
词:大人 绝不能	词频:1
词:绝不能 有	词频:1
词:为什么 女子	词频:1
词:一样 培养	词频:1
词:第二个 例子	词频:1
词:例子 不太	词频:1
词:不太 恰当	词频:1
词:当时 三岁	词频:1
词:三岁 零四个	词频:1
词:零四个 月	词频:1
词:发现 路上	词频:1
词:路上 有条	词频:1
词:有条 蝗	词频:1
词:蝗 蛇	词频:1
词:一种 小	词频:1
词:小 毒蛇	词频:1
词:在 画片	词频:1
词:画片 上见	词频:1
词:上见 过	词频:1
词:过 蛇	词频:1
词:从未见过 真蛇	词频:1
词:且 不	词频:1
词:知道 蛇会	词频:1
词:蛇会 咬	词频:1
词:看见 煌	词频:1
词:煌 蛇	词频:1
词:蛇 非常高兴	词频:1
词:蛇 要	词频:1
词:要 溜走	词频:1
词:溜走 时	词频:1
词:他 跟	词频:1
词:跟 在	词频:1
词:后 追	词频:1
词:他 追木上	词频:1
词:没有 阻挡	词频:1
词:他 蛇	词频:1
词:蛇 的	词频:1
词:保姆 自	词频:1
词:在 草丛里	词频:1
词:草丛里 跑	词频:1
词:担心 里面	词频:1
词:里面 有	词频:1
词:有 蛇	词频:1
词:了 轻微	词频:1
词:感到 合理	词频:1
词:迄今 为此	词频:1
词:最 难	词频:1
词:难 克服	词频:1
词:克服 的	词频:1
词:是 对海	词频:1
词:我们 第一次	词频:1
词:第一次 尝试	词频:1
词:尝试 把	词频:1
词:孩子 带到	词频:1
词:带到 海里	词频:1
词:海里 是	词频:1
词:两岁半 时	词频:1
词:开始 简直	词频:1
词:简直 没法	词频:1
词:没法 进行	词频:1
词:他 讨厌	词频:1
词:讨厌 寒冷	词频:1
词:海浪声 也	词频:1
词:也 吓坏	词频:1
词:看来 海浪	词频:1
词:海浪 只来	词频:1
词:只来 不	词频:1
词:如果 海浪声	词频:1
词:海浪声 太	词频:1
词:甚至 不敢	词频:1
词:不敢 走	词频:1
词:走 近海	词频:1
词:这是 一段	词频:1
词:一段 正常	词频:1
词:胆怯 阶段	词频:1
词:声音 及	词频:1
词:及 各种	词频:1
词:引起 恐慌	词频:1
词:我们 分	词频:1
词:分 步骤	词频:1
词:步骤 来	词频:1
词:来 消除	词频:1
词:他 对海	词频:1
词:带到 离海	词频:1
词:离海 较远	词频:1
词:较远 的	词频:1
词:的 浅水	词频:1
词:浅水 塘	词频:1
词:不再 畏惧	词频:1
词:畏惧 寒冷	词频:1
词:的 水	词频:1
词:到 夏季	词频:1
词:夏季 温暖	词频:1
词:的 四个	词频:1
词:四个 月决	词频:1
词:月决 结束	词频:1
词:他 已	词频:1
词:已 能	词频:1
词:能 喜欢	词频:1
词:喜欢 在	词频:1
词:在 离	词频:1
词:离 海浪	词频:1
词:海浪 有	词频:1
词:有 一段距离	词频:1
词:一段距离 的	词频:1
词:的 浅水湾	词频:1
词:浅水湾 玩水	词频:1
词:玩水 拍打	词频:1
词:拍打 了	词频:1
词:带到 齐腰	词频:1
词:齐腰 深	词频:1
词:的 深	词频:1
词:深 水塘	词频:1
词:水塘 里	词频:1
词:他 仍会	词频:1
词:仍会 吓	词频:1
词:得 喊叫	词频:1
词:为了 训练	词频:1
词:他 熟悉	词频:1
词:熟悉 海浪	词频:1
词:我们 先带	词频:1
词:先带 他	词频:1
词:到 看不见	词频:1
词:看不见 海浪	词频:1
词:地方 一次	词频:1
词:一次 玩一	词频:1
词:玩一 小时	词频:1
词:到 能	词频:1
词:看见 海浪	词频:1
词:他 注意	词频:1
词:注意 海浪	词频:1
词:海浪 来	词频:1
词:又 走	词频:1
词:办法 加上	词频:1
词:加上 父母	词频:1
词:孩子 示范	词频:1
词:才 终于	词频:1
词:终于 使	词频:1
词:能 靠近	词频:1
词:靠近 海浪	词频:1
词:海浪 而	词频:1
词:不 感到恐惧	词频:1
词:本能 并非	词频:1
词:并非 源于	词频:1
词:源于 内心	词频:1
词:第二年 夏天	词频:1
词:了 三岁	词频:1
词:我们 再次	词频:1
词:再次 来	词频:1
词:来 训练	词频:1
词:他 一遇	词频:1
词:一遇 真实	词频:1
词:的 浪浪	词频:1
词:浪浪 仍	词频:1
词:仍 感到恐惧	词频:1
词:并 和	词频:1
词:一起 观看	词频:1
词:观看 别人	词频:1
词:别人 洗澡	词频:1
词:洗澡 都	词频:1
词:都 无	词频:1
词:无 进展	词频:1
词:我们 只好	词频:1
词:只好 采用	词频:1
词:采用 老一套	词频:1
词:老一套 方式	词频:1
词:他 表现	词频:1
词:出 胆怯	词频:1
词:胆怯 时	词频:1
词:感到 害臊	词频:1
词:一旦 表现	词频:1
词:出 勇敢	词频:1
词:勇敢 来	词频:1
词:就 热烈	词频:1
词:地 称赞	词频:1
词:称赞 他	词频:1
词:一连 两个	词频:1
词:两个 星期	词频:1
词:他 挣扎	词频:1
词:我们 天天	词频:1
词:天天 都	词频:1
词:他 换	词频:1
词:换 到	词频:1
词:到 齐	词频:1
词:齐 脖子	词频:1
词:脖子 深	词频:1
词:海水 里	词频:1
词:① 他	词频:1
词:的 挣扎	词频:1
词:哭喊 一天天	词频:1
词:一天天 减弱	词频:1
词:不 闹	词频:1
词:闹 时	词频:1
词:开始 要求	词频:1
词:要求 把	词频:1
词:他 放进	词频:1
词:放进 水	词频:1
词:水 里	词频:1
词:结果 达到	词频:1
词:害怕 海	词频:1
词:只要 天气	词频:1
词:天气 合适	词频:1
词:就 自愿地	词频:1
词:自愿地 洗起	词频:1
词:洗起 澡来	词频:1
词:着 极大	词频:1
词:其实 恐惧感	词频:1
词:恐惧感 并未	词频:1
词:并未 完全	词频:1
词:受到 自豪感	词频:1
词:然而 熟悉	词频:1
词:熟悉 以后	词频:1
词:恐惧感 迅速	词频:1
词:迅速 消退	词频:1
词:现在 他	词频:1
词:那 才	词频:1
词:才 20	词频:1
词:20 个	词频:1
词:的 妹妹	词频:1
词:不 表现	词频:1
词:表现 出对海	词频:1
词:出对海 的	词频:1
词:丝毫 犹豫	词频:1
词:地 径直	词频:1
词:跑 向海	词频:1
词:把 这件	词频:1
词:事 描叙	词频:1
词:描叙 得	词频:1
词:非常 详细	词频:1
词:非常 尊重	词频:1
词:现代 理论	词频:1
词:理论 相对	词频:1
词:应该 很少	词频:1
词:很少 使用	词频:1
词:使用 强迫	词频:1
词:为了 战胜	词频:1
词:想 有时	词频:1
词:有时 强迫	词频:1
词:强迫 一下	词频:1
词:一下 还是	词频:1
词:恐惧 强烈	词频:1
词:强烈 而	词频:1
词:而 不合理	词频:1
词:不合理 时	词频:1
词:进行 恐惧	词频:1
词:恐惧 方面	词频:1
词:经验 以至	词频:1
词:以至 不知	词频:1
词:不知 恐惧	词频:1
词:而 某	词频:1
词:一 情形	词频:1
词:情形 重复	词频:1
词:重复 出现	词频:1
词:而 没	词频:1
词:没 造成	词频:1
词:就 消除	词频:1
词:一次 对	词频:1
词:对 可怕	词频:1
词:训练 可能	词频:1
词:可能 不起作用	词频:1
词:要 频繁	词频:1
词:频繁 训练	词频:1
词:训练 方	词频:1
词:能 消除	词频:1
词:经历 不	词频:1
词:不 强迫	词频:1
词:强迫 也	词频:1
词:当然 再好不过	词频:1
词:比起 总是	词频:1
词:总是 不能	词频:1
词:当然 还是	词频:1
词:还是 强迫	词频:1
词:强迫 要	词频:1
词:点 需	词频:1
词:大概 其他	词频:1
词:他们 克服	词频:1
词:极其 愉快	词频:1
词:容易 唤起	词频:1
词:唤起 男孩子	词频:1
词:自 毫感	词频:1
词:因 勇敢	词频:1
词:赢得 称赞	词频:1
词:称赞 时	词频:1
词:他 一整天	词频:1
词:一整天 都	词频:1
词:会 兴高采烈	词频:1
词:孩子 因受	词频:1
词:因受 其他	词频:1
词:的 轻视	词频:1
词:轻视 而	词频:1
词:苦恼 不堪	词频:1
词:这时 再	词频:1
词:再 让	词频:1
词:他 养成	词频:1
词:养成 新	词频:1
词:要 困难	词频:1
词:困难 得	词频:1
词:为了 对付	词频:1
词:早点 获得	词频:1
词:获得 自我	词频:1
词:和 早点	词频:1
词:早点 培养	词频:1
词:培养 天然	词频:1
词:天然 自发	词频:1
词:的 胆识	词频:1
词:胆识 非常	词频:1
词:这点 足以	词频:1
词:证明 值得	词频:1
词:值得 采取	词频:1
词:的 果断	词频:1
词:果断 措施	词频:1
词:父母 通过	词频:1
词:通过 犯错误	词频:1
词:犯错误 才	词频:1
词:学会 教育	词频:1
词:孩子 长大	词频:1
词:如何 教育	词频:1
词:讲 一	词频:1
词:一 事例	词频:1
词:事例 来	词频:1
词:来 表明	词频:1
词:表明 过于	词频:1
词:过于 迁就	词频:1
词:迁就 孩子	词频:1
词:儿子 两岁半	词频:1
词:两岁半 时能	词频:1
词:时能 独自一人	词频:1
词:独自一人 在	词频:1
词:里 睡觉	词频:1
词:从 婴儿	词频:1
词:婴儿 寝室	词频:1
词:寝室 里	词频:1
词:里 搬出来	词频:1
词:非常 自豪	词频:1
词:就 整夜	词频:1
词:整夜 睡得	词频:1
词:睡得 很	词频:1
词:很 安稳	词频:1
词:但是 一天	词频:1
词:一天 晚上	词频:1
词:晚上 刮起	词频:1
词:刮起 了	词频:1
词:了 狂风	词频:1
词:篱笆 吹倒	词频:1
词:吹倒 发出	词频:1
词:发出 震耳欲聋	词频:1
词:震耳欲聋 的	词频:1
词:的 劈啪	词频:1
词:劈啪 声	词频:1
词:恐怖 中	词频:1
词:大声 哭叫	词频:1
词:我 马上	词频:1
词:马上 走	词频:1
词:走 过去	词频:1
词:似乎 从梦庵	词频:1
词:从梦庵 中	词频:1
词:地 抱住	词频:1
词:抱住 我	词频:1
词:心跳 得	词频:1
词:很 剧烈	词频:1
词:恐惧 停止	词频:1
词:但 老	词频:1
词:是 抱怨	词频:1
词:抱怨 屋子里	词频:1
词:屋子里 太	词频:1
词:太 黑	词频:1
词:过去 他	词频:1
词:经常 在	词频:1
词:在 黑	词频:1
词:黑 屋子	词频:1
词:屋子 中	词频:1
词:中 一夜	词频:1
词:一夜 睡	词频:1
词:睡 到	词频:1
词:到 天亮	词频:1
词:一 离开	词频:1
词:恐惧 似乎	词频:1
词:似乎 又	词频:1
词:只是 恐惧	词频:1
词:恐惧 有所	词频:1
词:有所 减轻	词频:1
词:他 亮	词频:1
词:亮 起	词频:1
词:了 夜灯	词频:1
词:他 差不多	词频:1
词:差不多 每晚	词频:1
词:每晚 都	词频:1
词:要 哭闹	词频:1
词:最后 才	词频:1
词:才 弄清	词频:1
词:弄清 他	词频:1
词:只不过 为了	词频:1
词:为了 享受	词频:1
词:享受 大人	词频:1
词:大人 过来	词频:1
词:过来 陪	词频:1
词:陪 他	词频:1
词:我们 仔细	词频:1
词:仔细 给	词频:1
词:解释 黑暗	词频:1
词:并 告诉	词频:1
词:如果 醒来	词频:1
词:醒来 了	词频:1
词:了 只管	词频:1
词:只管 翻过	词频:1
词:翻过 身再	词频:1
词:身再 睡	词频:1
词:然后 没有	词频:1
词:没有 严重	词频:1
词:不 过来	词频:1
词:过来 了	词频:1
词:他 听	词频:1
词:听 得	词频:1
词:很 仔细	词频:1
词:之后 除了	词频:1
词:除了 极少	词频:1
词:大 事故	词频:1
词:事故 外	词频:1
词:他 再也	词频:1
词:再也 木	词频:1
词:木 哭闹	词频:1
词:哭闹 了	词频:1
词:当然 那盏	词频:1
词:那盏 夜灯	词频:1
词:夜灯 也	词频:1
词:没有 继续	词频:1
词:继续 点	词频:1
词:点 下去	词频:1
词:过多地 迁就	词频:1
词:迁就 他	词频:1
词:他 很长	词频:1
词:是 终生	词频:1
词:终生 睡	词频:1
词:睡 不好	词频:1
词:不好 觉	词频:1
词:以上 是	词频:1
词:个人 经验	词频:1
词:探讨 消除	词频:1
词:般 方法	词频:1
词:培养 体力	词频:1
词:最 适当	词频:1
词:的 指导者	词频:1
词:指导者 是	词频:1
词:是 其他	词频:1
词:有 哥哥	词频:1
词:他们 会作	词频:1
词:会作 示范	词频:1
词:示范 或	词频:1
词:或 训导	词频:1
词:训导 来	词频:1
词:来 激发	词频:1
词:会 试一试	词频:1
词:胆怯 让	词频:1
词:这点 无需	词频:1
词:无需 老师	词频:1
词:老师 强调	词频:1
词:至少 男生	词频:1
词:男生 的	词频:1
词:是 加此	词频:1
词:对 女生	词频:1
词:女生 也	词频:1
词:应 要求	词频:1
词:勇敢 水平	词频:1
词:该 平等	词频:1
词:平等 一致	词频:1
词:在 体质	词频:1
词:体质 方面	词频:1
词:学校 女生	词频:1
词:女生 木再	词频:1
词:木再 被	词频:1
词:被 教成	词频:1
词:娇娇 小姐	词频:1
词:她们 具有	词频:1
词:具有 英姿	词频:1
词:英姿 豪爽	词频:1
词:豪爽 之气	词频:1
词:之气 的	词频:1
词:自然 冲动	词频:1
词:的 发挥	词频:1
词:男女生 仍	词频:1
词:一定 差别	词频:1
词:差别 是	词频:1
词:① 当	词频:1
词:我 论及	词频:1
词:论及 希望	词频:1
词:孩子 达到	词频:1
词:勇敢 时	词频:1
词:我下 的	词频:1
词:纯粹 行为主义	词频:1
词:行为主义 定义	词频:1
词:了 其他人	词频:1
词:其他人 因	词频:1
词:因 恐惧	词频:1
词:就是 勇敢	词频:1
词:毫不 感到恐惧	词频:1
词:就 再好不过	词频:1
词:认为 靠	词频:1
词:靠 意志	词频:1
词:控制 恐惧	词频:1
词:不是 最佳	词频:1
词:最佳 勇敢	词频:1
词:现代 道德教育	词频:1
词:秘密 是	词频:1
词:来 产生	词频:1
词:产生 成效	词频:1
词:而 以前	词频:1
词:通过 自我	词频:1
词:控制 产生	词频:1
词:试图 产生	词频:1
词:成效 的	词频:1
词:来自 意志力	词频:1
词:意志力 的	词频:1
词:勇敢 会	词频:1
词:产生 神经	词频:1
词:神经 混乱	词频:1
词:炮弹 体克	词频:1
词:提供 大量	词频:1
词:被 压抑	词频:1
词:会 以内	词频:1
词:以内 省	词频:1
词:省 不起作用	词频:1
词:不起作用 的	词频:1
词:方式 强行	词频:1
词:强行 表现	词频:1
词:并非 意谓着	词频:1
词:意谓着 自我	词频:1
词:控制 完全	词频:1
词:完全 无用	词频:1
词:没有 自我	词频:1
词:都 休想	词频:1
词:休想 始终如一	词频:1
词:始终如一 地	词频:1
词:地 活下去	词频:1
词:在 意外	词频:1
词:且 勇敢	词频:1
词:勇敢 方面	词频:1
词:教育 还	词频:1
词:没有 提前准备	词频:1
词:提前准备 时	词频:1
词:使用 自我	词频:1
词:人 训练	词频:1
词:训练 成不需	词频:1
词:成不需 努力	词频:1
词:成为 战争	词频:1
词:的 勇敢者	词频:1
词:那 只是	词频:1
词:只是 异常	词频:1
词:和 暂时	词频:1
词:如果 年轻	词频:1
词:就 逐渐	词频:1
词:逐渐 灌输	词频:1
词:灌输 这种	词频:1
词:这种 战争	词频:1
词:将 阻碍	词频:1
词:阻碍 所有	词频:1
词:的 里	词频:1
词:里 弗斯	词频:1
词:弗斯 博士	词频:1
词:本能 与	词频:1
词:与 无意识	词频:1
词:关于 恐惧	词频:1
词:危险 情况	词频:1
词:态度 之一	词频:1
词:一种 可操纵	词频:1
词:可操纵 的	词频:1
词:而 充分利用	词频:1
词:充分利用 这种	词频:1
词:人 至少	词频:1
词:意识 上木会	词频:1
词:上木会 有	词频:1
词:激励 人	词频:1
词:和 努力	词频:1
词:恐惧 逐渐	词频:1
词:逐渐 过渡	词频:1
词:过渡 为	词频:1
词:为 技能	词频:1
词:甚至 像学	词频:1
词:像学 骑	词频:1
词:骑 自行车	词频:1
词:自行车 这	词频:1
词:类 简单	词频:1
词:上 体现	词频:1
词:在 现代化	词频:1
词:现代化 世界	词频:1
词:由于 机械	词频:1
词:的 增多	词频:1
词:技能 变得	词频:1
词:越来越 重要	词频:1
词:训练 体力	词频:1
词:勇敢 应	词频:1
词:尽可能 进行	词频:1
词:进行 在	词频:1
词:在 操纵	词频:1
词:操纵 和	词频:1
词:和 控制	词频:1
词:控制 方面	词频:1
词:技能 培养	词频:1
词:通过 与	词频:1
词:其他人 体质	词频:1
词:体质 上	词频:1
词:驾驶 飞机	词频:1
词:在 狂风	词频:1
词:狂风 中	词频:1
词:驾驭 轮船	词频:1
词:轮船 所	词频:1
词:比 打仗	词频:1
词:打仗 所	词频:1
词:勇敢 要	词频:1
词:要 可敬	词频:1
词:可敬 得	词频:1
词:我 尽可能	词频:1
词:尽可能 对	词频:1
词:对 学校	词频:1
词:学校 儿童	词频:1
词:儿童 或多或少	词频:1
词:或多或少 地	词频:1
词:进行 对	词频:1
词:危险 技巧	词频:1
词:只 做	词频:1
词:做 像	词频:1
词:像 踢足球	词频:1
词:踢足球 之类	词频:1
词:有 敌人	词频:1
词:敌人 要	词频:1
词:这个 敌人	词频:1
词:敌人 应是	词频:1
